sampleid,average_mintemp,average_precip,average_veg,lnndvi,neonics,migratory_proxy,operation_type,operation_defined,stationary,honey,pollination,beeolddatamigratory,queen,yard,hobbiest,nuc,research,bumblebee,acetamiprid,clothianidin,dinotefuran,imidacloprid,thiacloprid,thiamethoxam,state,year,region,surveydate,y,x,month,mites,lnmites,nosema,lnnosema,abpv,abpv_d,bqcv,bqcv_d,dwv,dwv_d,cbpv,cbpv_d,iapv,iapv_d,kbv,kbv_d,sbpv,sbpv_d,trop,trop_d,n_apis,n_apis_d,n_ceranae,n_ceranae_d,a_cerana,n_ceranae_per,dwv_percentage,bqcv_percentage,nosema_d,mites_d,collection,submitdate,totalarea,cornall,corn,cotton,sorghum,soybeans,peanuts,winter_wheat,dbl_crop_winwht_soybeans,rye,oats,millet,other_hay_non_alfalfa,other_crops,watermelons,sod_grass_seed,fallow_idle_cropland,shrubland,barren,apples,pecans,aquaculture,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,deciduous_forest,evergreen_forest,mixed_forest,grassland_pasture,woody_wetlands,herbaceous_wetlands,dbl_crop_winwht_corn,pumpkins,dbl_crop_winwht_sorghum,dbl_crop_winwht_cotton,dbl_crop_soybeans_oats,barley,spring_wheat,safflower,alfalfa,misc_vegs___fruits,onions,tomatoes,cherries,grapes,almonds,walnuts,pistachios,triticale,olives,oranges,peppers,pomegranates,plums,lettuce,sunflower,sweet_corn,speltz,sugarbeets,dry_beans,hops,peaches,other_tree_crops,asparagus,cabbage,camelina,potatoes,clover_wildflowers,citrus,cantaloupes,strawberries,squash,dbl_crop_corn_soybeans,blueberries,pop_or_orn_corn,herbs,dbl_crop_oats_corn,peas,christmas_trees,carrots,flaxseed,lentils,tobacco,switchgrass,rice,greens,nectarines,radishes,dbl_crop_barley_sorghum,dbl_crop_barley_corn,dbl_crop_barley_soybeans,buckwheat,vetch,sweet_potatoes,mustard,canola,cucumbers,dbl_crop_soybeans_cotton,mint,durum_wheat,other_small_grains,caneberries,pears,perennial_ice_snow_,garlic,honeydew_melons,broccoli,apricots,dbl_crop_lettuce_durum_wht,dbl_crop_lettuce_cantaloupe,dbl_crop_lettuce_cotton,cauliflower,celery,eggplants,sugarcane,gourds,turnips,cranberries,rape_seed,a__,forest,perennial_ice_snow,grass_pasture,a_,nonag_undefined,prunes,clouds_no_data,developed,water,chick_peas,dbl_crop_durum_wht_sorghum,dbl_crop_durum_wh,agg_water,agg_developed,agg_barren,agg_forestedupland,agg_shrubland,agg_grassland,agg_wetlands,percorn,percornpt,plantcorn,corn_bts,corn_bte,percornbt,percotton,percottonpt,plantcotton,cotton_bts,cotton_bte,persorghum,persorghumpt,plantsorghum,sorghum_bts,sorghum_bte,persoybean,persoybeanpt,plantsoy,soybean_bts,soybean_bte,percanola,percanolapt,plantcanola,perspringwht,perspringwhtpt,plantspringw,perwinwht,perwinwhtpt,plantwinwht,perbarley,perbarleypt,plantbarley,perrice,perricept,plantrice,perdeveloped,perbarren,perforests,pershrubland,pergrassland,perwetland,canola_bts,canola_bte,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,lnprecipm,lnprecipa,region1,region2,region3,region4,region5,region6,region7,percorn_bts,percorn_bte,percotton_bts,percotton_bte,persorghum_bts,persorghum_bte,persoybean_bts,persoybean_bte,agg_natural,pernatural,lnmites1,_year
CA-06-2009,4,4,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,11/17/2009,,,11,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,1,0,11/16/1949,11/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3862944,1.3862944,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-07-2009,4,3,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,11/17/2009,,,11,,,,,N,0,,,Y,1,N,0,N,0,Y,1,N,0,N,0,N,0,Y,1,,,,,0,1,11/16/1949,11/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3862944,1.0986123,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-08-2009,5,6.9999995,182.22829,5.2052603,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,11/18/2009,,,11,,,,,Y,1,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,11/17/1949,11/18/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6094379,1.9459101,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-09-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,11/18/2009,,,11,,,,,Y,1,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,0,1,11/17/1949,11/18/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-10-2009,2,65.968758,186.30472,5.2273836,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,12/8/2009,,,12,,,,,N,0,,,N,0,N,0,Y,1,N,0,N,0,N,0,N,0,N,0,,,,,1,1,12/7/1949,12/8/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69314718,4.1891813,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-11-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,1/28/2010,,,1,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,1/27/1950,1/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-12-2009,4,73,197.18092,5.2841215,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/28/2010,,,1,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,1/27/1950,1/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862944,4.2904596,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-13-2009,4,70.210655,198.88402,5.2927217,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/28/2010,,,1,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,1/27/1950,1/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862944,4.2515001,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-14-2009,2,62.400257,175.28017,5.1663857,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,12/8/2009,,,12,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,0,12/7/1949,12/8/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69314718,4.1335692,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-15-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,1/25/2010,,,1,,,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,0,1/24/1950,1/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-16-2009,5,79.420929,222.60809,5.4054127,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/27/2010,,,1,,,,,N,0,,,Y,1,N,0,Y,1,N,0,N,0,N,0,N,0,N,0,,,,,1,1,1/26/1950,1/27/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6094379,4.3747621,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-17-2009,2,73.60041,195.65077,5.2763314,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,12/9/2009,,,12,,,,,Y,1,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,12/8/1949,12/9/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69314718,4.2986507,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-18-2009,5,89.146011,220.86824,5.3975663,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/25/2010,,,1,,,,,Y,1,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,1,0,1/24/1950,1/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6094379,4.4902754,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-19-2009,4,68.210442,200.45157,5.3005729,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/28/2010,,,1,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,1,1,1/27/1950,1/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862944,4.2225976,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-20-2009,5,68.29454,155.52583,5.0468121,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,12/9/2010,,,12,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,1,0,12/8/1950,12/9/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6094379,4.2238297,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-22-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,1/28/2010,,,1,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,1/27/1950,1/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-24-2009,,60,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/26/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/25/1950,2/26/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4.0943446,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-25-2009,5,189,216.75682,5.3787761,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,1/26/2010,,,1,,,,,N,0,,,Y,1,N,0,N,0,Y,1,N,0,N,0,N,0,Y,1,,,,,1,1,1/25/1950,1/26/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6094379,5.2417469,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-26-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,1/26/2010,,,1,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,1/25/1950,1/26/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-28-2009,5.8242445,39,,,,0,Honey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7620293,3.6635616,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-29-2009,,65.329964,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/22/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,Y,1,N,0,N,0,N,0,Y,1,,,,,1,0,2/21/1950,2/22/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,4.179451,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-30-2009,,,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/25/2010,,,2,,,,,,,,,,,,,,,,,,,N,0,,,,,,,,,1,1,2/24/1950,2/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-31-2009,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,Y,1,N,0,N,0,N,0,Y,1,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-32-2009,6,42.574123,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,N,0,,,N,0,N,0,Y,1,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7917595,3.7512467,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-33-2009,5,50.56794,193.47701,5.2651587,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6094379,3.9233177,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-34-2009,7.1264963,113.7002,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9638197,4.7335653,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-35-2009,6,40.861393,,,,0,Queen Producer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/25/2010,,,2,,,,,N,0,,,Y,1,N,0,Y,1,Y,1,N,0,N,0,N,0,N,0,,,,,1,1,2/24/1950,2/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.7917595,3.7101858,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-36-2009,,42.201862,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/23/2010,,,2,,,,,Y,1,,,Y,1,N,0,Y,1,N,0,N,0,N,0,N,0,Y,1,,,,,1,1,2/22/1950,2/23/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3.7424643,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-37-2009,,42.566952,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/22/2010,,,2,,,,,N,0,,,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,2/21/1950,2/22/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3.7510781,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-38-2009,,46,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/25/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,2/24/1950,2/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3.8286414,0,0,0,0,0,1,0,,,,,,,,,,,,1
CA-39-2009,,52.146374,,,,1,Migratory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,2009,6,2/26/2010,,,2,,,,,N,0,,,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,2/25/1950,2/26/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3.9540546,0,0,0,0,0,1,0,,,,,,,,,,,,1
