"sampleid","x","y","month","year"
"GA 21-2014",-81.99091,32.24271,10,2014
"GA 22-2014",-81.99091,32.24271,9,2014
"GA 23-2014",-81.99091,32.24271,10,2014
"GA 24-2014",-83.2443,31.2814,12,2014
"GRE 04-2014",-61.61971,12.183557,4,2014
"GU 06-2014",-145.64211,14.97402,12,2014
"GU 09-2014",-145.72127,15.12401,12,2014
"GU 10-2014",-145.73512,15.21254,12,2014
"GU 12-2014",-144.695709,13.251677,2,2015
"HI 01-2014",-155.94647,19.61054,11,2014
"HI 05-2014",-155.574303,19.896211,3,2015
"HI 06-2014",-155.87194,19.350278,3,2015
"HI 07-2014",-155.885,19.415,3,2015
"HI 08-2014",-155.666766,18.986393,4,2015
"HI 09-2014",-157.09361,21.115,7,2015
"HI 10-2014",-159.313015,22.153086,6,2015
"HI 11-2014",-159.650278,21.96861,6,2015
"HI 12-2014",-157.0743,21.13583,7,2015
"HI 13-2014",-156.973833,21.2036666666666,7,2015
"HI 14-2014",-155.905,19.4652,8,2015
"HI 15-2014",-157.766111,21.3514888,8,2015
"HI 16-2014",-158.04836,21.64806,8,2015
"HI 17-2014",-154.918885,19.440053,9,2015
"HI 18-2014",-158.173584,21.456414,9,2015
"HI 19-2014",-156.912918,20.823798,11,2015
"HI 20-2014",-156.917222,20.787222,11,2015
"HI 21-2014",-156.516709,20.94268,11,2015
"HI 22-2014",-156.09224,20.6476,11,2015
"HI 23-2014",-155.778283,19.077206,1,2015
"HI 24-2014",-156.5138889,20.91777777,1,2015
"IA-12-2015",-91.318434,42.681961,10,2015
"IA-15-2015",-93.123363,43.169709,10,2015
"IA-16-2015",-93.58102,42.107037,7,2015
"IA-17-2015",-92.47432,42.68005,6,2015
"IA-19-2015",-94.742937,40.76099,10,2015
"IA-21-2015",-93.638535,41.908106,7,2015
"IA-22-2015",-93.58887,42.108443,7,2015
"IA-23-2015",-91.932298,40.87141,7,2015
"ID-01-2015",-112.128874,43.455795,8,2015
"ID-02-2015",-112.787784,42.818747,8,2015
"ID-03-2015",-116.319724,43.568514,10,2015
"ID-04-2015",-114.7329,42.8701666666666,7,2015
"ID-05-2015",-114.709718,42.603831,9,2015
"ID-06-2015",-111.618744,42.706483,9,2015
"ID-07-2015",-116.928932,43.94553,9,2015
"ID-08-2015",-116.694598,43.613563,8,2015
"ID-09-2015",-116.08038,46.208129,7,2015
"ID-10-2015",-116.595238,48.168303,7,2015
"ID-11-2015",-112.82573,42.545315,8,2015
"ID-12-2015",-116.711814,46.56352,7,2015
"ID-13-2015",-116.55507,48.20046,7,2015
"ID-14-2015",-114.6684,42.99995,7,2015
"ID-15-2015",-116.85511,47.74864,7,2015
"ID-16-2015",-115.67064,43.135099,8,2015
"ID-17-2015",-116.554332,43.913377,8,2015
"ID-18-2015",-116.507467,43.906568,8,2015
"ID-19-2015",-116.831709,43.613364,8,2015
"ID-20-2015",-116.27287,43.561726,8,2015
"ID-21-2015",-112.84706,42.964396,8,2015
"ID-22-2015",-116.119961,43.55581,6,2015
"ID-23-2015",-116.382993,48.926749,7,2015
"IL 01-2014",-89.549796,38.408207,8,2014
"IL 02-2014",-89.256795,37.447985,8,2014
"IL 03-2014",-90.148686,38.371083,8,2014
"IL 04-2014",-88.731563,38.471929,8,2014
"IL 05-2014",-89.4826,38.0599,8,2014
"IL 06-2014",-88.031685,39.26459,8,2014
"IL 07-2014",-87.7079,38.9002,8,2014
"IL 08-2014",-87.9673,41.4249,8,2014
"IL 09-2014",-90.140247,41.834837,7,2014
"IL 10-2014",-89.15416,41.975384,7,2014
"IL 11-2014",-88.9237,41.305302304,7,2014
"IL 12-2014",-87.87309,41.97048,7,2014
"IL 13-2014",-87.87309,41.97048,7,2014
"IL 14-2014",-88.99076,42.35387,8,2014
"IL 15-2014",-89.49322,41.28653,8,2014
"IL 16-2014",-90.23548,42.23227,9,2014
"IL 17-2014",-89.44337,39.75104,7,2014
"IL 18-2014",-89.23987,39.54713,7,2014
"IL 19-2014",-89.61095,40.07072,7,2014
"IL 20-2014",-88.84124,40.42139,8,2014
"IL 21-2014",-89.53146,40.65298,8,2014
"IL 22-2014",-91.204993,39.755905,8,2014
"IL 23-2014",-88.18162,40.13433,9,2014
"IL 24-2014",-89.535214,38.752398,8,2014
"IL-01-2015",-89.266022,38.763519,7,2015
"IL-02-2015",-89.33427,38.287887,7,2015
"IL-03-2015",-90.97714,39.874488,7,2015
"IL-04-2015",-88.682167,38.30246,7,2015
"IL-05-2015",-89.275848,37.720108,7,2015
"IL-06-2015",-88.030914,38.938583,8,2015
"IL-07-2015",-88.507861,38.674578,8,2015
"IL-08-2015",-90.307976,39.027097,8,2015
"IL-09-2015",-88.92374,41.30394,8,2015
"IL-10-2015",-89.764674,42.155419,8,2015
"IL-11-2015",-89.154194,41.975583,8,2015
"IL-12-2015",-89.20992,40.07118,8,2015
"IL-13-2015",-89.65785,38.01476,8,2015
"IL-14-2015",-88.8909,39.81082,8,2015
"IL-15-2015",-89.54522,39.95476,8,2015
"IL-16-2015",-88.84089,40.42119,9,2015
"IL-17-2015",-89.98933,42.06155,7,2015
"IL-18-2015",-90.636303,40.9033,7,2015
"IL-19-2015",-90.13998,41.8348,7,2015
"IL-20-2015",-87.96545,42.31748,8,2015
"IL-21-2015",-90.50263,42.45704,8,2015
"IL-22-2015",-87.7171,41.8875,8,2015
"IL-23-2015",-88.40178,44.7746,8,2015
"IN 01-2014",-85.930838,40.73899,7,2014
"IN 02-2014",-86.180001,40.743309,7,2014
"IN 03-2014",-86.48875,39.864499,8,2014
"IN 04-2014",-86.365772,38.56671,8,2014
"IN 05-2014",-85.956282,38.265704,9,2014
"IN 06-2014",-86.320438,39.527425,9,2014
"IN 07-2014",-85.785378,40.688096,9,2014
"IN 08-2014",-85.750212,40.658232,9,2014
"IN 09-2014",-85.645655,40.66455,9,2014
"IN 10-2014",-85.576649,40.697369,9,2014
"IN 11-2014",-84.983214,39.00124,10,2014
"IN 12-2014",-85.092322,39.120318,10,2014
"IN 13-2014",-85.103977,39.195435,10,2014
"IN 14-2014",-85.762715,39.740564,10,2014
"IN 15-2014",-86.413053,41.447173,10,2014
"IN 16-2014",-86.485727,39.748469,11,2014
"IN 17-2014",-86.448553,39.431364,11,2014
"IN 18-2014",-86.448553,39.431364,11,2014
"IN 19-2014",-86.189294,38.790951,11,2014
"IN 20-2014",-86.186087,38.802006,11,2014
"IN 21-2014",-86.228338,38.843161,11,2014
"IN 22-2014",-86.225111,38.842936,11,2014
"IN 23-2014",-86.176934,38.803658,11,2014
"IN 24-2014",-86.225947,38.843325,11,2014
"IN-01-2015",-86.269585,39.982102,6,2015
"IN-02-2015",-86.092022,40.583592,7,2015
"IN-03-2015",-86.365772,38.56671,7,2015
"IN-04-2015",-86.227338,38.843161,8,2015
"IN-05-2015",-86.179766,40.743416,8,2015
"IN-06-2015",-85.762715,39.740564,8,2015
"IN-07-2015",-86.320438,39.527425,9,2015
"IN-08-2015",-85.743189,40.666984,9,2015
"IN-09-2015",-85.741829,40.676251,9,2015
"IN-10-2015",-85.717899,40.678049,9,2015
"IN-11-2015",-85.655572,40.661984,9,2015
"IN-12-2015",-85.092322,39.120318,9,2015
"IN-13-2015",-85.103977,39.195435,9,2015
"IN-14-2015",-84.983214,39.00124,9,2015
"IN-15-2015",-84.982532,39.003453,9,2015
"IN-16-2015",-85.441597,38.628894,9,2015
"IN-17-2015",-86.948931,40.42746,9,2015
"IN-18-2015",-86.48875,39.864499,9,2015
"IN-19-2015",-86.227338,38.843161,9,2015
"IN-20-2015",-86.227338,38.843161,9,2015
"IN-21-2015",-86.227338,38.843161,9,2015
"IN-22-2015",-85.956282,38.265704,9,2015
"IN-23-2015",-86.500102,39.439501,9,2015
"IN-24-2015",-86.624324,39.383135,9,2015
"KY-01-2015",-86.842295,37.33313,10,2015
"KY-02-2015",-85.222758,38.234514,10,2015
"KY-03-2015",-88.676745,36.574183,10,2015
"KY-04-2015",-88.427521,36.828435,10,2015
"KY-05-2015",-82.652935,37.824761,9,2015
"KY-06-2015",-84.133261,36.901924,9,2015
"KY-07-2015",-84.530688,37.664734,9,2015
"KY-08-2015",-86.136405,36.962265,9,2015
"KY-09-2015",-85.181498,37.278415,9,2015
"KY-10-2015",-85.633639,37.486897,9,2015
"KY-11-2015",-84.65189,37.0952,8,2015
"KY-12-2015",-84.369044,38.187936,7,2015
"MI 01-2014",-82.740834,43.665619,10,2014
"MI 02-2014",-85.639029,42.029325,6,2015
"MI 03-2014",-85.166887,42.030939,6,2015
"MI 04-2014",-83.87299,43.00225,10,2014
"MI 05-2014",-85.03512,43.16694,10,2014
"MI 06-2014",-86.35946,42.09505,10,2014
"MI 07-2014",-84.06385,42.87864,10,2014
"MI 08-2014",-84.14498,43.31765,10,2014
"MI 09-2014",-82.740834,43.665619,10,2014
"MI 10-2014",-85.39344,43.36537,10,2014
"MI 11-2014",-86.31859,41.9784,10,2014
"MI 12-2014",-85.634823,42.066751,6,2015
"MI 13-2014",-84.92442,43.19578,10,2014
"MI 14-2014",-83.203817,43.593177,10,2014
"MI 15-2014",-83.35245,43.33697,10,2014
"MI 16-2014",-85.5055,43.6125,10,2014
"MI 17-2014",-84.87324,43.00237,10,2014
"MI 18-2014",-85.662814,43.639685,9,2014
"MI 19-2014",-86.35946,42.09505,10,2014
"MI 20-2014",-84.90599,43.17963,10,2014
"MI 21-2014",-83.203817,43.593177,10,2014
"MI 22-2014",-85.19697,42.8576,9,2014
"MI 23-2014",-84.32879,43.64251,10,2014
"MI 24-2014",-84.15154,43.34297,10,2014
"MI-01-2015",-84.134642,42.36795,10,2015
"MI-02-2015",-83.232117,43.569283,10,2015
"MI-03-2015",-86.079499,42.628306,10,2015
"MI-04-2015",-85.39521,44.39892,10,2015
"MI-05-2015",-82.85955,43.673305,10,2015
"MI-06-2015",-84.32911,43.6426,10,2015
"MI-07-2015",-84.187696,43.354852,10,2015
"MI-08-2015",-86.074405,42.77825,10,2015
"MI-09-2015",-85.1967,42.8576,10,2015
"MI-10-2015",-82.978961,43.205136,10,2015
"MI-11-2015",-85.662589,45.031482,10,2015
"MI-12-2015",-82.794492,43.643117,10,2015
"MI-13-2015",-85.997576,44.61682,10,2015
"MI-14-2015",-84.95543,43.4278,10,2015
"MI-15-2015",-85.639029,42.029325,10,2015
"MI-16-2015",-82.823156,43.679459,10,2015
"MI-17-2015",-84.445896,43.24767,10,2015
"MI-18-2015",-85.19697,42.8576,7,2015
"MI-19-2015",-82.65923,43.536549,10,2015
"MI-20-2015",-85.634823,42.066751,10,2015
"MI-21-2015",-84.9862,43.419293,10,2015
"MI-22-2015",-85.39344,43.36537,11,2015
"MI-23-2015",-84.03741,43.10076,10,2015
"MI-24-2015",-83.894262,43.010577,10,2015
"MN 01-2014",-95.59651,46.6198,10,2014
"MN 03-2014",-93.77678,44.95929,11,2014
"MN 05-2014",-95.8142,49.21856,10,2014
"MN 09-2014",-92.25279,43.77971,10,2014
"MN 10-2014",-91.979267,43.67336,6,2015
"MN 11-2014",-91.910948,44.150306,6,2015
"MN 12-2014",-94.36006,45.83012,6,2015
"MN 13-2014",-92.368408,44.04338,6,2015
"MN 15-2014",-93.18766,44.99118,10,2014
"MN 17-2014",-92.99789,45.75073,6,2015
"MN 18-2014",-92.63944,44.19329,10,2014
"MN 19-2014",-93.418128,44.43951,6,2015
"MN 20-2014",-92.394778,43.904402,6,2015
"MN 21-2014",-93.427725,44.754812,6,2015
"MN 23-2014",-94.60474,46.5624,6,2015
"MN 24-2014",-93.09084,45.59366,6,2015
"MN-10-2015",-92.368447,44.043453,10,2015
"MN-11-2015",-92.399844,44.021518,10,2015
"MN-14-2015",-94.431451,45.929849,9,2015
"MN-20-2015",-94.431451,45.896052,9,2015
"MN-21-2015",-94.55048,47.74299,9,2015
"MN-22-2015",-95.814246,44.210148,10,2015
"MN-23-2015",-93.427703,44.754766,10,2015
"MN-24-2015",-94.85183,47.75056,9,2015
"MT 01-2014",-114.65143,47.6746,9,2014
"MT 02-2014",-112.000838,46.698234,9,2014
"MT 03-2014",-112.069443,46.626556,9,2014
"MT 04-2014",-114.07707,46.21102,10,2014
"MT 05-2014",-111.878746,46.038359,10,2014
"MT 06-2014",-112.008689,46.15466,10,2014
"MT 07-2014",-111.838472,47.610968,10,2014
"MT 08-2014",-111.967737,47.483727,10,2014
"MT 09-2014",-110.230068,47.143073,5,2015
"MT 10-2014",-112.105237,45.907416,5,2015
"MT 11-2014",-111.91517,45.79692,5,2015
"MT 12-2014",-111.37509,45.879815,5,2015
"MT 13-2014",-111.21677,45.70717,5,2015
"MT 14-2014",-111.34215,47.47151,5,2015
"MT 15-2014",-111.342292,47.637819,5,2015
"MT 16-2014",-110.990986,45.672421,6,2015
"MT 17-2014",-109.22855,45.48872,6,2015
"MT 18-2014",-114.06761,47.15626,6,2015
"MT 19-2014",-108.681097,45.782696,6,2015
"MT 20-2014",-110.535694,45.695771,6,2015
"MT 21-2014",-107.379373,45.205035,6,2015
"MT 22-2014",-107.59968,45.70476,6,2015
"MT 23-2014",-108.73379,45.64399,6,2015
"MT 24-2014",-108.72645,45.73026,6,2015
"MT-01-2015",-114.0565023,46.2924875,6,2015
"MT-02-2015",-114.2010891,47.9734055,6,2015
"MT-03-2015",-113.82696,46.8311878,6,2015
"MT-04-2015",-110.9970152,45.6530588,6,2015
"MT-05-2015",-112.069429,46.626555,8,2015
"MT-06-2015",-112.1606207,45.8008906,8,2015
"MT-07-2015",-112.2294647,45.5983791,8,2015
"MT-08-2015",-114.068524,46.910694,8,2015
"MT-09-2015",-110.71815,47.8393611,8,2015
"MT-10-2015",-114.169281,48.3408058,8,2015
"MT-11-2015",111.972419444444,46.1627166666666,8,2015
"NC-04-2015",-79.4705555555555,36.2088888888888,8,2015
"NC-08-2015",-81.5483333333333,30.2391666666666,8,2015
"NC-11-2015",-79.25363,36.11782,8,2015
"NC-12-2015",-78.4051,36.303,8,2015
"NC-18-2015",-79.52274,36.17572,9,2015
"NC-20-2015",-79.49082,36.22728,9,2015
"NC-21-2015",-77.2077777777777,36.0169444444444,8,2015
"NC-22-2015",-79.23712,36.27873,8,2015
"NC-24-2015",-79.05233,36.27122,8,2015
"ND 01-2014",-98.14755,47.90355,7,2014
"ND 07-2014",-100.14011,47.64622,8,2014
"ND 08-2014",-99.89287,48.34431,7,2014
"ND 10-2014",-99.89287,48.34753,7,2014
"ND 12-2014",-100.23463,47.8764,8,2014
"ND 13-2014",-99.91727,46.80349,8,2014
"ND 14-2014",-100.03773,48.4578,7,2014
"ND 15-2014",-99.8931,48.34768,7,2014
"ND 18-2014",-102.94169,48.58935,8,2014
"ND 20-2014",-100.24643,49.92557,8,2014
"ND 21-2014",-100.23455,47.8764,8,2014
"ND 22-2014",-98.160417,47.90215,7,2014
"ND-03-2015",-99.98758,48.79143,9,2015
"ND-06-2015",-100.05357,48.72628,9,2015
"ND-10-2015",-100.29266,48.74787,9,2015
"ND-14-2015",-102.7785,46.13218,9,2015
"ND-17-2015",-99.14646,47.55879,9,2015
"ND-18-2015",-102.84725,46.85415,9,2015
"ND-19-2015",-101.93615,46.58767,9,2015
"ND-21-2015",-102.131,46.37,10,2015
"ND-22-2015",-102.98974,47.38639,9,2015
"ND-23-2015",-102.95562,48.43418,9,2015
"NJ 02-2014",-75.09916742,39.46657239,7,2015
"NJ 03-2014",-75.23905226,39.74358795,7,2015
"NJ 08-2014",-74.6503,39.4475,6,2015
"NJ 13-2014",-74.8638,39.4957,6,2015
"NJ 20-2014",-74.6033,39.5035,6,2015
"NJ 24-2014",-74.27606391,39.76067835,7,2015
"NJ-01-2015",-74.726168,40.074043,10,2015
"NJ-02-2015",-74.724183,39.260191,9,2015
"NJ-03-2015",-74.573989,40.316812,10,2015
"NJ-04-2015",-74.891292,38.997873,9,2015
"NJ-05-2015",-74.569625,40.56443,9,2015
"NJ-06-2015",-74.704579,41.128529,9,2015
"NJ-07-2015",-75.118094,39.718807,10,2015
"NJ-08-2015",-74.802855,40.48502,9,2015
"NJ-09-2015",-74.186614,40.045686,9,2015
"NJ-10-2015",-74.894463,40.431794,9,2015
"NJ-11-2015",-74.952979,38.958718,9,2015
"NJ-12-2015",-75.029856,40.844371,9,2015
"NJ-13-2015",-74.864924,39.497218,9,2015
"NJ-14-2015",-75.25168,39.635547,9,2015
"NJ-15-2015",-74.077935,40.313549,9,2015
"NJ-16-2015",-74.340895,40.877407,9,2015
"NJ-17-2015",-74.602799,39.503743,9,2015
"NJ-18-2015",-75.065813,40.946317,8,2015
"NJ-19-2015",-75.107803,39.805994,9,2015
"NJ-20-2015",-74.91653,39.91598,9,2015
"NJ-21-2015",-74.80766,39.316451,9,2015
"NJ-22-2015",-74.836054,39.629364,9,2015
"NJ-23-2015",-74.724217,40.016649,9,2015
"NJ-24-2015",-74.721413,40.299258,10,2015
"NM-01-2015",-105.940537,32.860009,9,2015
"NM-02-2015",-106.718246,32.11891,11,2015
"NM-03-2015",-106.67591,34.999012,10,2015
"NM-04-2015",-106.612659,35.220188,10,2015
"NM-05-2015",-106.694112,35.198517,9,2015
"NM-06-2015",-106.680034,35.069315,10,2015
"NM-07-2015",-105.982522,35.893359,9,2015
"NM-08-2015",-105.839796,36.036329,10,2015
"NM-09-2015",-122.085,37.4219722222222,7,2015
"NM-10-2015",-105.812756,36.044183,10,2015
"NM-11-2015",-106.627775,35.224131,9,2015
"NM-12-2015",-105.97044,36.173769,10,2015
"NM-13-2015",-106.825513,32.270774,11,2015
"NM-14-2015",-106.597652,35.100728,9,2015
"NM-16-2015",-106.726022,34.984284,9,2015
"NM-17-2015",-106.686699,35.116106,11,2015
"NM-18-2015",-106.68012,32.141383,11,2015
"NM-19-2015",-106.620932,35.217144,11,2015
"NM-20-2015",-106.656043,35.093876,11,2015
"NM-21-2015",-106.652173,35.16794,9,2015
"NM-22-2015",-106.678506,35.245958,9,2015
"NM-23-2015",-106.717763,32.119112,11,2015
"NM-24-2015",-105.964772,32.768208,10,2015
"OH-03-2015",-83.733592,40.472039,7,2015
"OH-06-2015",-84.483753,39.208964,7,2015
"OH-07-2015",-83.742352,40.478085,7,2015
"OH-08-2015",-82.691774,39.83857,7,2015
"OH-09-2015",-81.047336,39.628154,7,2015
"OH-20-2015",-82.281346,40.125703,7,2015
"OR 01-2014",-122.623399,45.276859,10,2014
"OR 02-2014",-121.563043,45.558796,9,2014
"OR 03-2014",-123.24506,44.61737,9,2014
"OR 06-2014",-119.612552,45.636157,10,2014
"OR 08-2014",-117.207126,43.987453,10,2014
"OR 10-2014",-123.21581,45.23775,9,2014
"OR 11-2014",-123.1927,42.573453,8,2014
"OR 15-2014",-122.64633,44.989295,9,2014
"OR 17-2014",-122.988719,44.423276,9,2014
"OR 18-2014",-122.567577,45.111922,9,2014
"OR 20-2014",-122.782126,45.680465,9,2014
"OR 22-2014",-123.203051,44.676681,10,2014
"OR 24-2014",-120.027645955,45.7043447938,10,2014
"PA 01-2014",-79.02801,41.18346,8,2014
"PA 02-2014",-80.22419,41.62241,9,2014
"PA 03-2014",-78.602438,41.4504,9,2014
"PA 04-2014",-78.509305,41.318526,9,2014
"PA 05-2014",-78.991778,40.191529,9,2014
"PA 06-2014",-77.93381,40.59051,9,2014
"PA 07-2014",-78.28896,40.96282,9,2014
"PA 08-2014",-78.382602,40.766265,9,2014
"PA 09-2014",-76.789827,40.575517,6,2015
"PA 10-2014",-76.658539,39.91512,6,2015
"PA 11-2014",-75.587444,40.8869137,6,2015
"PA 12-2014",-77.0989394,40.902331,6,2015
"PA 13-2014",-76.080753,39.953553,8,2014
"PA 14-2014",-77.15786,40.120783,8,2014
"PA 15-2014",-77.143271,40.140435,8,2014
"PA 16-2014",-76.49773,40.11438,8,2014
"PA 17-2014",-77.15934,41.32603,8,2014
"PA 18-2014",-77.2023,41.21726,9,2014
"PA 19-2014",-76.88895,41.02106,9,2014
"PA 20-2014",-76.56885,40.96593,8,2014
"PA 21-2014",-75.121245,39.978675,9,2014
"PA 22-2014",-75.252508,40.164321,10,2014
"PA 23-2014",-79.91246,41.00026,6,2015
"PA 24-2014",-76.73811,40.016901,6,2015
"PA-01-2015",-80.15609,41.588,8,2015
"PA-02-2015",-79.976658,41.09444,8,2015
"PA-03-2015",-79.052956,41.178614,9,2015
"PA-04-2015",-77.334983,41.16286,7,2015
"PA-05-2015",-76.99843,40.65887,7,2015
"PA-06-2015",-77.000908,41.959008,8,2015
"PA-13-2015",-78.2948,40.47711,8,2015
"PA-14-2015",-79.08838,40.10755,8,2015
"PA-15-2015",-78.68629,41.20013,8,2015
"PA-16-2015",-76.701621,40.260522,7,2015
"PA-17-2015",-77.065199,40.076229,7,2015
"PA-18-2015",-76.57579,40.0938,7,2015
"PA-19-2015",-75.2265,40.09295,8,2015
"PA-20-2015",-75.814093,40.557783,9,2015
"PA-21-2015",-75.249932,40.161198,9,2015
"PA-22-2015",-76.759351,41.116681,9,2015
"PA-23-2015",-76.9033098,41.1224913,10,2015
"PR 01-2014",-66.488422,18.189412,6,2015
"PR 02-2014",-66.648281,18.263533,5,2015
"PR 03-2014",-66.649325,18.256821,5,2015
"PR 04-2014",-66.954703,18.038591,5,2015
"PR 05-2014",-66.63693,18.218163,5,2015
"PR 06-2014",-66.628547,18.275927,5,2015
"PR 07-2014",-66.226502,17.957843,5,2015
"PR 08-2014",-66.876145,18.017566,5,2015
"PR 09-2014",-67.154332,18.327163,5,2015
"PR 10-2014",-66.78096,18.219865,5,2015
"PR 11-2014",-66.615694,18.054493,6,2015
"PR 12-2014",-66.942099,18.262278,5,2015
"PR 13-2014",-65.946659,18.268919,5,2015
"PR 14-2014",-66.808032,18.219102,5,2015
"PR 15-2014",-66.386177,17.978997,6,2015
"PR 16-2014",-66.895213,18.18251,6,2015
"PR 17-2014",-66.472681,18.203563,5,2015
"PR 18-2014",-66.202143,18.22741,6,2015
"PR 19-2014",-66.394275,17.963382,5,2015
"PR 21-2014",-65.428412,18.129811,5,2015
"PR 22-2014",-67.147827,18.216816,6,2015
"PR 23-2014",-66.032837,18.309607,6,2015
"PR 24-2014",-65.986595,18.25732,6,2015
"SD 01-2014",-98.59950072,43.3259283122,9,2014
"SD 02-2014",-98.490700283,43.253030702,9,2014
"SD 03-2014",-97.652305541,43.5897964657,9,2014
"SD 04-2014",-96.948488362,43.0873649967,9,2014
"SD 05-2014",-97.028513651,43.3476197133,10,2014
"SD 06-2014",-98.290435398,43.6623167142,6,2015
"SD 07-2014",-103.16371,43.59696,6,2015
"SD 08-2014",-103.10486,43.50717,6,2015
"SD 09-2014",-102.49822,44.33686,6,2015
"SD 10-2014",-102.54258,44.30825,6,2015
"SD 11-2014",-103.21403,44.3738,6,2015
"SD 12-2014",-103.20565,44.36985,6,2015
"SD 13-2014",-103.2091,44.33929,6,2015
"SD 14-2014",-97.48238781,43.1074096115,6,2015
"SD 15-2014",-99.17844,43.2477,9,2014
"SD 16-2014",-103.34289,44.61739,10,2014
"SD 17-2014",-103.2546,43.68408,10,2014
"SD 18-2014",-103.26436,43.84914,10,2014
"SD 19-2014",-103.34458,44.51261,9,2014
"SD 20-2014",-103.74521,44.68847,9,2014
"SD 21-2014",-103.70816,44.5453,9,2014
"SD 22-2014",-100.20661,43.38953,9,2014
"SD 23-2014",-100.43163,43.22991,9,2014
"SD 24-2014",-99.71122,43.25456,9,2014
"SD-01-2015",-96.712573194,42.6954916599,7,2015
"SD-02-2015",-100.49625245,43.048536,8,2015
"SD-07-2015",-100.25887872,44.7690999256,10,2015
"SD-08-2015",-99.960269456,45.8578955307,10,2015
"SD-09-2015",-98.249619253,44.3090274202,10,2015
"SD-10-2015",-98.225098,44.5493845416,10,2015
"SD-11-2015",-100.34116208,44.0535851249,10,2015
"SD-12-2015",-98.290435398,43.6623167142,10,2015
"SD-13-2015",-98.160519873,45.7953414189,11,2015
"SD-14-2015",-102.35755,45.37442,8,2015
"SD-15-2015",-102.5063,45.44046,8,2015
"SD-16-2015",-10.55561,45.3986,8,2015
"SD-17-2015",-103.426266666666,44.6431,10,2015
"SD-18-2015",-98.24590594,44.0866296895,10,2015
"SD-19-2015",-102.00149,45.02039,10,2015
"SD-20-2015",-102.08623,45.01342,10,2015
"SD-21-2015",-102.13681,45.01522,10,2015
"SD-22-2015",-102.36307,45.01526,10,2015
"SD-23-2015",-102.04801,43.42621,10,2015
"SD-24-2015",-103.12356,44.25394,10,2015
"TX 13-2014",-106.1354,31.46777,1,2015
"TX 14-2014",-106.1324,31.48146,1,2015
"TX 15-2014",-94.52634,32.16767,2,2015
"TX 16-2014",-101.6746823,33.5403738,2,2015
"TX 17-2014",-93.88395,30.89993,3,2015
"TX 18-2014",-97.89799,28.5106,4,2015
"TX 19-2014",-94.38515,32.08657,4,2015
"TX 20-2014",-98.0441,26.14001,5,2015
"TX 21-2014",-97.99123,26.33648,5,2015
"TX 22-2014",-95.0815516666666,29.619375,5,2015
"TX 23-2014",-103.211882,29.333453,6,2015
"TX 24-2014",-96.315351,33.0405933,7,2015
"TX-01-2015",-98.666135,34.069958,9,2015
"TX-02-2015",-98.62763,33.509439,9,2015
"TX-03-2015",-99.7724,29.30125,9,2015
"TX-04-2015",-96.356083,33.38511,9,2015
"TX-05-2015",-96.355781,33.046727,9,2015
"TX-06-2015",-98.963493,29.046476,10,2015
"TX-07-2015",-99.012695,31.32443,11,2015
"TX-08-2015",-94.7218733333333,33.0317933333333,11,2015
"UT 01-2014",-112.108544,41.091249,7,2014
"UT 02-2014",-112.163228,41.70510381,9,2014
"UT 03-2014",-111.907448,40.424687,9,2014
"UT 04-2014",-111.64823,40.268357,9,2014
"UT 05-2014",-112.07247,40.81283,9,2014
"UT 06-2014",-111.901756,41.016095,10,2014
"UT 07-2014",-113.506583,37.109315,3,2015
"UT 08-2014",-113.30821,37.145613,4,2015
"UT 09-2014",-111.8213,40.00201,4,2015
"UT 10-2014",-111.770735,40.02661,5,2015
"UT 11-2014",-112.186544,41.869091,5,2015
"UT 12-2014",-111.797993,40.048998,6,2015
"UT 13-2014",-111.288729,40.679841,6,2015
"UT 14-2014",-111.898475,40.662006667,6,2015
"UT 15-2014",-112.480809,40.60776,6,2015
"UT 16-2014",-111.84619333,40.761643333,6,2015
"UT 17-2014",-109.99855,40.282208,6,2015
"UT 18-2014",-111.8289,41.74514,6,2015
"UT 19-2014",-111.82942,41.55057,6,2015
"UT 20-2014",-111.83427333,40.769741667,6,2015
"UT 21-2014",-112.34251,40.52604,6,2015
"UT 22-2014",-112.10459,41.80679,6,2015
"UT 23-2014",-111.815481,40.367738,6,2015
"UT 24-2014",-111.85762,40.75966,6,2015
"UT-01-2015",-112.0725,40.81284,7,2015
"UT-02-2015",-111.708430281,40.3468612583,8,2015
"UT-03-2015",-113.28648,41.965756667,8,2015
"UT-04-2015",-111.94109667,40.719616667,9,2015
"UT-05-2015",-109.28445,38.303126,9,2015
"UT-06-2015",-109.57232667,38.581891667,9,2015
"VA 01-2014",-77.9249,37.3649,6,2015
"VA 02-2014",-77.83284,38.52332,7,2015
"VA 03-2014",-77.35278,37.45722,8,2015
"VA 04-2014",-78.82298,37.7095,8,2015
"VA 05-2014",-79.46782,37.78737,10,2014
"VA 06-2014",-77.86843,39.09878,9,2014
"VA 07-2014",-79.6265,37.3985,9,2014
"VA 08-2014",-79.25627,37.3422,10,2015
"VA 09-2014",-77.61086,39.1219,9,2014
"VA 10-2014",-77.19845,38.91058,8,2015
"VA 11-2014",-78.83544,37.66122,8,2015
"VA 12-2014",-77.74043,38.68927,7,2015
"VA 13-2014",-77.51474,39.22692,9,2014
"VA 14-2014",-78.94592,38.12483,10,2014
"VA 15-2014",-75.5706,37.7819,5,2015
"VA 16-2014",-77.86249,38.85717,9,2015
"VA 17-2014",-77.4381,37.2259,9,2014
