"sampleid","y","x","sunflower","month","year","nosema","mites","state","totalarea","average_mintemp","average_precip","month8","month9","colonysize","sf_2mile_percent","sf_2mile_acres"
"VA 17-2011",37.25322,-78.273582,0,4,2012,0,4.1545553,"VA",32464317.77948,6,109,0,0,NA,0,0
"MN 17-2011",44.19035,-92.497627,900,6,2012,0.1,5.6268449,"MN",32461295.1875,8,118.2448,0,0,NA,2.7725326263216e-05,0.222394646713748
"NH 20-2011",43.653,-71.149002,0,7,2012,1.3,6.4638782,"NH",32454920.1171875,14,71.422661,0,0,NA,0,0
"ID 09-2011",38.39205,-90.11805,0,6,2012,0.30000001,3.5429583,"ID",32478244.1880493,4,41.471935,0,0,NA,0,0
"MT 22-2011",46.6226,-111.93161,0,6,2012,0.40000001,3.9541109,"MT",32458787.6484375,8,16,0,0,NA,0,0
"OK 21-2012",36.2398,-95.352226,0,12,2012,0.1,0.12047354,"OK",32459494.3046875,0,17,0,0,NA,0,0
"ID 18-2011",40.79388,-89.779442,0,6,2012,0,14.781491,"ID",32456518,0.42961693,130.63794,0,0,NA,0,0
"MT 15-2011",48.25325,-112.28491,0,6,2012,0.75,1.0075567,"MT",32458829.7070312,3,45.999996,0,0,NA,0,0
"ND 20-2012",46.8835,-98.050163,900,7,2012,1.2,0.62114537,"ND",32461170.953125,12,53.537228,0,0,NA,2.77254323727148e-05,0.222394646713748
"MI 06-2012",43.32332,-84.44339,0,10,2012,0,27.62145,"MI",32455842.9326782,9,46.841301,0,0,NA,0,0
"ND 04-2012",47.30195,-101.95727,751500,7,2012,0.1,18.623257,"ND",32460699.0898438,15,40,0,0,NA,0.0231510725606993,185.69953000598
"TN 20-2011",36.3054,-86.268822,0,3,2012,0,2.8608501,"TN",32457082.921875,7,113.3652,0,0,NA,0,0
"OH 21-2011",40.66524,-82.097099,0,8,2012,0,6.3007998,"OH",32498592.8125,13,74,1,0,NA,0,0
"ND 22-2012",100.9313,-47.81675,1017000,7,2012,0,0.34664246,"ND",32493448.4826965,16,36.223404,0,0,NA,0.0312986170286473,251.305950786536
"GA 03-2012",31.60161,-82.260307,0,10,2012,0.1,0.10300136,"GA",32477299.559082,13,34,0,0,NA,0,0
"MN 3-2011",45.09838,-95.165543,900,6,2012,0.5,5.5052266,"MN",32464024.9511719,8,163.46384,0,0,NA,2.7722994956838e-05,0.222394646713748
"NJ 10-2012",40.56441,-74.569443,0,9,2012,0.34999999,3.2007649,"NJ",32455596.796875,17,116.45425,0,1,NA,0,0
"SC 09-2011",33.67216,-79.531799,0,3,2012,0,5.4138927,"SC",32456870.359375,10,112.9853,0,0,NA,0,0
"MI 15-2012",42.49323,-84.592888,0,10,2012,0,11.356156,"MI",32461418.0567017,4,114.99999,0,0,NA,0,0
"NH 16-2011",43.056,-71.314003,0,7,2012,0,7.1966529,"NH",32471608.9902344,16,44.559303,0,0,NA,0,0
"MT 13-2011",47.52309,-9.341197,0,4,2012,0.1,0.44308633,"MT",32463468.15625,0,58.68626,0,0,NA,0,0
"NJ 15-2011",39.50597,-75.116524,0,5,2012,0,1.6326531,"NJ",32467152.2783203,5,69.628204,0,0,NA,0,0
"NM 18-2011",34.90525,-79.213837,0,7,2012,0.2,3.6086607,"NM",32458268.3046875,18,0,0,0,NA,0,0
"IL 13-2012",42.32027,-88.492226,0,10,2012,0,18.894377,"IL",32462849.0859375,12,153.91553,0,0,NA,0,0
"NM 17-2011",36.15777,-77.6325,0,7,2012,0.1,0.64641243,"NM",32492411.7304688,9,62,0,0,NA,0,0
"NM 22-2011",35.60222,-82.259048,0,7,2012,0,5.821918,"NM",32492528.46875,9,62,0,0,NA,0,0
"MA 4-2012",42.04835,-71.72982,0,10,2012,0,19.163885,"MA",32461668.9414062,11,128.07634,0,0,NA,0,0
"CO 21-2011",37.43496,-105.91198,0,6,2012,0.2,0.80499655,"CO",32486818.7060547,5.8039598,3.8039596,0,0,NA,0,0
"IN 13-2012",38.70831,-85.554916,0,10,2012,0,1.5216657,"IN",32461630.3826904,10.583948,153.16789,0,0,NA,0,0
"SD 17-2012",45.42418,-97.54583,900,10,2012,0,21.565195,"SD",32461923.0429688,1,69.230843,0,0,NA,2.77247900196393e-05,0.222394646713748
"FL 11-2012",28.36678,-82.250198,0,12,2012,0,4.3602195,"FL",32477727.2480469,10,59,0,0,NA,0,0
"FL 20-2011",29.71057,-82.425323,0,2,2012,0,8.6403713,"FL",32458646.1855469,10,45,0,0,NA,0,0
"VA 22-2011",37.21921,-80.381927,0,4,2012,1.2,0.28023353,"VA",32483923.7890625,5.3823376,91.52935,0,0,NA,0,0
"NH 09-2011",42.87,-71.495003,0,6,2012,0,4.3418331,"NH",32461877.953125,13,119.31512,0,0,NA,0,0
"IL 14-2012",42.42916,-88.005272,0,10,2012,1.6,30.371389,"IL",32456451.7226562,12,125,0,0,NA,0,0
"AL 13-2012",31.88912,-85.956123,0,10,2012,0.30000001,1.2750455,"AL",32461714.703125,17,125,0,0,NA,0,0
"ID 02-2011",42.44694,-90.490829,0,8,2012,0,2.4072216,"ID",32488359.986084,16.988277,1.6944648,1,0,NA,0,0
"IL 2-2012",39.75587,-91.205132,0,9,2012,0,8.0630627,"IL",32461099.6601562,14,153.34306,0,1,NA,0,0
"MN 7-2011",45.23969,-93.369827,0,5,2012,0.69999999,4.9514065,"MN",32461627.453125,10,120.08317,0,0,NA,0,0
"ND 06-2012",46.88346,-98.416801,0,7,2012,0.1,0.73658538,"ND",32457005.8144531,13,44.5952,0,0,NA,0,0
"FL 18-2011",30.30335,-81.828918,0,2,2012,0,6.263463,"FL",32456561.4570312,9,35.479969,0,0,NA,0,0
"TN 13-2011",36.17207,-85.655121,0,3,2012,0,2.2541437,"TN",32506889.8720703,0,92.862419,0,0,NA,0,0
"UT 08-2012",38.58673,-109.5652,0,10,2012,0,5.2167983,"UT",32473288.03125,13,11.429128,0,0,NA,0,0
"CA 47-2011",38.43748,-121.90591,1371473.75,2,2012,1.6,4.159132,"CA",32465837.793457,4,27.730686,0,0,NA,0.0422435964451347,338.898244564922
"OH 14-2011",39.31741,-83.798302,0,6,2012,0,13.856287,"OH",32476106.9140625,13,112.39194,0,0,NA,0,0
"OH 15-2011",40.31747,-81.026497,0,5,2012,0,8.5705967,"OH",32468023.0478516,3,30,0,0,NA,0,0
"MD 23-2011",38.48547,-75.824593,0,6,2012,0.25,5.3680849,"MD",30055844.2697754,15,46.677776,0,0,NA,0,0
"NM 08-2011",34.79151,-79.448822,0,7,2012,0,3.3412888,"NM",32491992.4511719,13,2.5053506,0,0,NA,0,0
"CA 05-2011",39.63973,-121.8431,20700,6,2012,1.15,0.079999998,"CA",32506848.6914062,14,2,0,0,NA,0.000636788887059126,5.11507687441621
"MN 10-2011",44.33809,-93.912376,17100,6,2012,0.30000001,0,"MN",32461493.1152344,8.3110161,223.9263,0,0,NA,0.000526777987053678,4.22549828756122
"MT 12-2011",47.16311,-114.06246,0,4,2012,0,0.090909094,"MT",32460466.9101562,-1,52.296764,0,0,NA,0,0
"GA 07-2012",33.8595,-83.201752,0,10,2012,1.9,11.437751,"GA",32451174.7912598,10,60,0,0,NA,0,0
"SC 05-2011",33.59217,-79.405113,0,3,2012,0.25,4.7365012,"SC",32458687.125,3,63.463985,0,0,NA,0,0
"AL 18-2012",31.25579,-86.23217,0,10,2012,0,5.8135777,"AL",32460138.7861328,11,69.706299,0,0,NA,0,0
"MT 24-2011",45.58628,-112.23259,0,6,2012,1.2,0.12229102,"MT",32459208.09375,4.6472702,23.527302,0,0,NA,0,0
"MD 20-2011",38.38849,-75.674538,0,6,2012,0,1.7013738,"MD",32486060.5908203,15,62.220005,0,0,NA,0,0
"MN 9-2011",NA,-92.913338,0,5,2012,0,3.3507352,"MN",32458979.296875,10,123.3417,0,0,NA,0,0
"OH 25-2011",30.91997,-83.093239,0,9,2012,0,5.2213564,"OH",32458423.1523438,22,207,0,1,NA,0,0
"MT 19-2011",48.40011,-114.28526,0,6,2012,0.89999998,0.25870648,"MT",32473647.0136719,6.3910618,150.70584,0,0,NA,0,0
"OH 07-2011",39.31737,-83.798317,0,5,2012,0,20.174124,"OH",32477408.625,13,112.39272,0,0,NA,0,0
"OH 20-2011",40.77636,-81.912689,0,8,2012,1.3,8.1570244,"OH",32456731.5898438,13,70.311478,1,0,NA,0,0
"GA 15-2012",31.19666,-82.284653,0,9,2012,0.44999999,2.7787499,"GA",32457225.9708252,21,209.94487,0,1,NA,0,0
"IA 14-2011",48.17411,-116.65969,0,4,2012,0.44999999,0.42562339,"IA",32463748.2328491,5,92,0,0,NA,0,0
"SD 16-2012",45.53284,-100.1462,26100,10,2012,0.40000001,17.542051,"SD",32458588.796875,0.50615692,10,0,0,NA,0.000804101501865442,6.4494447546987
"SC 16-2011",33.88119,-79.443977,0,3,2012,0,0.63402987,"SC",32463309.6132812,10,101,0,0,NA,0,0
"MA 2-2012",41.88847,-70.760941,0,8,2012,5.1500001,6.8862276,"MA",32477584.6787109,16,106.54736,1,0,NA,0,0
"SC 19-2011",33.51818,-81.745827,0,4,2012,1.9,4.1031075,"SC",32453190.7358398,10.686731,71.632439,0,0,NA,0,0
"SC 21-2011",33.91602,-79.180031,0,3,2012,0.050000001,19.49411,"SC",32466477.1582642,10,105.31139,0,0,NA,0,0
"NH 24-2011",43.695,-71.657997,0,8,2012,0.050000001,4.9586778,"NH",32459935.0859375,14,91.174629,1,0,NA,0,0
"SD 01-2012",44.11586,-98.166428,0,8,2012,0.1,0.10188416,"SD",32455981.4140625,19,8,1,0,NA,0,0
"MI 01-2012",42.69994,-85.458321,0,10,2012,0,13.805167,"MI",32459042.007019,4,144,0,0,NA,0,0
"SD 02-2012",43.28102,-99.390877,311567.125,8,2012,0,3.8345864,"SD",32456597.3776855,13,23,1,0,NA,0.00959950056915725,76.9898452133259
"OH 11-2011",41.302,-81.580017,0,9,2012,0.44999999,7.1493416,"OH",32455171.078125,16,77.603668,0,1,NA,0,0
"NH 05-2011",43.218,-71.614998,0,6,2012,2.0999999,5.9259257,"NH",32462177.9140625,9,125.29997,0,0,NA,0,0
"SD 08-2012",43.88831,-96.92379,0,9,2012,0,19.187651,"SD",32460716.0599976,7,28,0,1,NA,0,0
"NJ 23-2012",40.31353,-74.080002,0,9,2012,0,5.6445932,"NJ",32396822.1640625,19,123.60953,0,1,NA,0,0
"ID 25-2011",40.19277,-88.434723,0,6,2012,0,11.098398,"ID",32455873.4260254,7,89.250778,0,0,NA,0,0
"TN 18-2011",35.07416,-87.450851,0,3,2012,0,3.7588732,"TN",32457450.5664062,8,92,0,0,NA,0,0
"MI 08-2012",3.41637,-82.673698,0,11,2012,0,13.124202,"MI",32462101.03125,4,112,0,0,NA,0,0
"DE 02-2011",38.62585,-75.675468,0,7,2012,0,3.3879781,"DE",358917.908172607,16,47.494835,0,0,NA,0,0
"IA 23-2011",48.81533,-16.712877,0,6,2012,0.1,10.887709,"IA",32458875.5302734,15,114.576,0,0,NA,0,0
"NM 09-2011",35.67777,-82.505272,0,7,2012,0.1,3.3513513,"NM",32459774,9.4248314,36.124165,0,0,NA,0,0
"CO 24-2011",37.42559,-105.94043,0,6,2012,0,2.8027711,"CO",32507164.453125,5.3096437,3.3096442,0,0,NA,0,0
"AR 23-2012",36.20816,-93.016876,0,9,2012,0,7.3653736,"AR",32462353.609375,18,88.602562,0,1,NA,0,0
"OH 23-2011",40.66485,-82.096733,0,8,2012,0.050000001,0.62400001,"OH",32498848.1884766,13,74,1,0,NA,0,0
"CA 38-2011",39.78599,-121.92004,4500,2,2012,0.050000001,0,"CA",32463796.2608643,3,24,0,0,NA,0.000138615951253515,1.11197323356874
"NH 11-2011",43.582,-72.361,0,7,2012,0.44999999,11.688312,"NH",14325844.5859375,11,76.504845,0,0,NA,0,0
"AR 09-2012",35.3704,-91.137207,0,8,2012,0.44999999,1.771461,"AR",32462527.8369141,20,68.363297,1,0,NA,0,0
"NM 07-2011",35.75388,-82.624443,0,7,2012,0,4.6728973,"NM",32456132.9375,12,1.5177054,0,0,NA,0,0
"MN 23-2011",45.32442,-95.389877,0,5,2012,0.85000002,1.4487472,"MN",32458831.8358765,10,278,0,0,NA,0,0
"TN 15-2011",35.83598,-88.202721,0,4,2012,0.1,4.5899515,"TN",32460507.7128906,8.5950966,101.5951,0,0,NA,0,0
"CA 37-2011",38.91538,-121.9968,588600,2,2012,0.2,0.17841214,"CA",32460838.9335938,4,21,0,0,NA,0.0181326182359032,145.446098950791
"NH 04-2011",43.176,-71.098,0,6,2012,2.1500001,5.4752851,"NH",32456785.6640625,9,109,0,0,NA,0,0
"NM 23-2011",35.98166,-80.878052,0,7,2012,0.1,6.0679612,"NM",32461836.2226562,8,54,0,0,NA,0,0
"TN 12-2011",36.02371,-84.302177,0,3,2012,0,2.7420676,"TN",32472792.6054688,8,149.20357,0,0,NA,0,0
"VA 18-2011",37.50836,-78.352448,0,4,2012,0,1.1682693,"VA",32456626.2773438,5,111.00001,0,0,NA,0,0
"NJ 17-2012",40.67684,-74.620621,900,9,2012,0,1.8190813,"NJ",32457597.2363281,12,100,0,1,NA,2.77284850584281e-05,0.222394646713748
"OH 16-2011",39.31741,-83.798302,0,5,2012,0.40000001,2.6798508,"OH",32476106.9140625,13,112.39194,0,0,NA,0,0
"IA 13-2011",46.43483,-116.99466,0,4,2012,1.75,0.50892162,"IA",32458388.6254272,5,45.550251,0,0,NA,0,0
"FL 10-2011",30.15277,-85.246696,0,2,2012,1.8,1.5219512,"FL",32452456.8710938,9,92,0,0,NA,0,0
"NH 12-2011",43.535,-72.347,0,7,2012,0.15000001,2.9345372,"NH",32467131.5986328,11,78.888367,0,0,NA,0,0
"TN 23-2011",36.27457,-82.553612,0,3,2012,0,1.564237,"TN",32493907.0551758,6,100,0,0,NA,0,0
"SC 06-2011",33.69221,-79.268204,0,3,2012,0.85000002,3.375,"SC",32461312.3769531,3,61.338795,0,0,NA,0,0
"ID 22-2011",40.45944,-90.1875,0,6,2012,0.050000001,4.3843284,"ID",32460013.4413452,4,46.792095,0,0,NA,0,0
"SD 20-2012",44.05019,-103.16555,1800,8,2012,0,4.1121254,"SD",32459744.7441406,14,14.364832,1,0,NA,5.5453301133088e-05,0.444789293427497
"SD 23-2012",44.41894,-103.43501,0,8,2012,0,2.754967,"SD",32462895.1018066,14,18.563854,1,0,NA,0,0
"AL 22-2012",33.43781,-86.703651,0,9,2012,0,2.4965689,"AL",32456966.0869141,16.411049,163,0,1,NA,0,0
"TX 22-2011",31.58061,-94.137848,0,2,2012,0.44999999,0,"TX",32458943.03125,6,162,0,0,NA,0,0
"ID 12-2011",37.78166,-88.840271,0,6,2012,0.2,2.0973155,"ID",32480252.9146118,9,5.3225369,0,0,NA,0,0
"TN 03-2011",35.75501,-84.050293,0,3,2012,0.050000001,2.2911706,"TN",32495680.6640625,8,161.37471,0,0,NA,0,0
"PA 24-2012",40.99928,-78.807747,0,10,2012,0,7.6792765,"PA",32451540.296875,9,103.45931,0,0,NA,0,0
"ID 20-2011",40.62444,-89.274384,0,8,2012,0,3.549849,"ID",32486953.6659546,16.704451,1.3990859,1,0,NA,0,0
"MA 3-2012",41.93283,-70.566139,0,8,2012,0.34999999,1.376673,"MA",17951686.09375,17.29253,61.129848,1,0,NA,0,0
"IL 11-2012",38.27324,-90.154449,0,9,2012,0,4.1631799,"IL",32456187.6992188,10,73,0,1,NA,0,0
"IL 1-2012",38.75111,-89.535278,0,9,2012,0,6.3683305,"IL",32461182.5234375,17,155.09613,0,1,NA,0,0
"NY 13-2012",43.34958,-73.446785,0,8,2012,0,14.94713,"NY",32457468.0974121,13.631922,77.254967,1,0,NA,0,0
"ID 08-2011",38.86472,-88.939163,0,6,2012,0.2,8.1726351,"ID",32463248.4301758,8.5541782,7.4458208,0,0,NA,0,0
"MN 24-2011",46.26571,-95.608459,0,5,2012,1.65,1.8618926,"MN",32462784.8505859,8,260,0,0,NA,0,0
"AR 06-2012",34.05238,-93.757133,0,11,2012,0,4.6821704,"AR",32464821.65625,1,44.536789,0,0,NA,0,0
"MA 12-2012",42.32385,-71.67054,0,10,2012,0.25,10.660079,"MA",32464579.7578125,11,86.081749,0,0,NA,0,0
"OK 24-2012",35.51411,-97.156693,315732.875,12,2012,0,6.8973927,"OK",32461131.5180054,4,20,0,0,NA,0.00972649012018792,78.0192235461568
"NH 21-2011",43.119,-71.550003,0,8,2012,0,6.3268895,"NH",32460237.6875,15,57.85825,1,0,NA,0,0
"IA 17-2011",47.80271,-116.9228,0,4,2012,0.64999998,0.10697033,"IA",32453385.6016235,6,103.89919,0,0,NA,0,0
"MA 9-2012",42.08506,-71.402672,0,10,2012,0,5.9637098,"MA",32458255.562561,11,118.43996,0,0,NA,0,0
"MI 02-2012",43.00225,-83.872902,0,10,2012,0,22.500866,"MI",32485778.3912354,9,68,0,0,NA,0,0
"LA 23-2011",30.74655,-92.055351,0,3,2012,0,3.7711313,"LA",32457013.7148438,14,187,0,0,NA,0,0
"GA 10-2012",33.08591,-83.203171,0,10,2012,0.1,21.632824,"GA",32460011.0874023,12,32.463013,0,0,NA,0,0
"UT 07-2012",41.4017,-112.04583,0,9,2012,0,4.6800966,"UT",32455014.8973999,15,4,0,1,NA,0,0
"SC 08-2011",33.41554,-81.484703,0,4,2012,0.5,12.352071,"SC",32452225.4804688,10,82,0,0,NA,0,0
"OH 24-2011",39.2591,-82.04689,0,9,2012,0.050000001,4.0603228,"OH",32462252.078125,14.625343,59.374653,0,1,NA,0,0
"IL 6-2012",39.03848,-89.94207,0,9,2012,0,2.6973684,"IL",32454937.15625,9,63.331547,0,1,NA,0,0
"TN 08-2011",36.13856,-86.64006,0,4,2012,0,3.6283572,"TN",32457170.265625,8,96,0,0,NA,0,0
"CO 05-2012",39.52632,-107.64048,0,9,2012,0,2.9388678,"CO",32481270.3046875,7,22.887522,0,1,NA,0,0
"NH 19-2011",43.603,-71.234001,0,7,2012,0.30000001,4.2268043,"NH",32456203.03125,15,75.391144,0,0,NA,0,0
"NC 01-2012",78.86919,-34.2267,900,8,2012,0,2.7514231,"NC",32465948.1835938,22,118.29152,1,0,NA,2.77213526896098e-05,0.222394646713748
"NM 12-2011",36.1187,-76.253677,0,7,2012,0,0.10881393,"NM",32455255.3066406,15,1.4433112,0,0,NA,0,0
"FL 13-2012",28.41671,-82.250168,0,12,2012,0.85000002,0.4034003,"FL",32459701.8300781,10,59,0,0,NA,0,0
"NM 15-2011",36.03472,-76.483612,0,7,2012,0,3.4348671,"NM",32461674.4179688,20,0,0,0,NA,0,0
"CA 46-2011",39.70716,-122.14162,153000,6,2012,0.25,0.16,"CA",32454840.109375,14,0,0,0,NA,0.00471424291367265,37.8070899413372
"IA 15-2011",43.54332,-16.531025,0,4,2012,0.15000001,2.4450402,"IA",32471350.1744995,3.9985065,98.998512,0,0,NA,0,0
"VA 14-2012",37.02319,-81.850952,0,10,2012,0,20.434732,"VA",32459373.246582,4.5483227,61.548325,0,0,NA,0,0
"IN 05-2012",39.20639,-84.861969,0,8,2012,0,2.2832189,"IN",32459448.1157837,20,64.361168,1,0,NA,0,0
"ID 08-2012",42.5385,-114.84798,0,8,2012,0.050000001,4.4937835,"ID",32481767.4343872,13.94556,10,1,0,NA,0,0
"ID 04-2011",42.11234,-89.293678,0,8,2012,0,1.3605442,"ID",32461078.9918823,16,2.5944157,1,0,NA,0,0
"ID 05-2012",43.76968,-116.961,0,8,2012,0,18.982815,"ID",32464689.0551758,13,0,1,0,NA,0,0
"ID 01-2012",34.75646,-116.94435,0,8,2012,0,9.5808773,"ID",32463088,21,9,1,0,NA,0,0
"FL 16-2012",30.28338,-85.235619,0,10,2012,0.34999999,1.8509316,"FL",32485981.578125,13,46.615208,0,0,NA,0,0
"IA 24-2011",48.7179,-16.357895,0,6,2012,1.25,0,"IA",32462203.3334351,15,79.400383,0,0,NA,0,0
"IA 21-2011",43.96046,-16.833122,0,5,2012,0.050000001,0.51857042,"IA",32458061.2021484,13,61.620518,0,0,NA,0,0
"ND 08-2012",48.41597,-102.99137,108900,7,2012,1.35,1.4805726,"ND",32467718.5117188,14.370018,25.519928,0,0,NA,0.00335410078046273,26.9097522523636
"OH 10-2011",38.97197,-82.372871,0,9,2012,0.30000001,0.63063061,"OH",32458192.5,11,122,0,1,NA,0,0
"SD 05-2012",43.51022,-97.890083,0,8,2012,0,0,"SD",32459184.1660156,14,30.277348,1,0,NA,0,0
"SC 14-2011",34.5012,-81.941597,0,4,2012,0,2.1294644,"SC",32456720.6948242,9.2828407,56.335121,0,0,NA,0,0
"SD 24-2012",43.31814,-103.348,5400,9,2012,0,0.90685922,"SD",32460478.7792969,12,8,0,1,NA,0.000166356141470227,1.33436788028249
"NJ 15-2012",40.48377,-74.862389,0,9,2012,0.050000001,11.490251,"NJ",32452690.8046875,12,86.940399,0,1,NA,0,0
"VA 18-2012",36.94511,-81.002327,0,10,2012,0,5.2762499,"VA",32457014.1835938,4,49,0,0,NA,0,0
"NJ 06-2012",39.44416,-75.164757,0,10,2012,0,20.105858,"NJ",32458338.590332,14,88.224594,0,0,NA,0,0
"IA 12-2011",43.4908,-16.524231,0,4,2012,0.55000001,0.31225297,"IA",32459685.5979614,4,65.016167,0,0,NA,0,0
"MT 16-2011",45.91129,-106.3876,0,6,2012,0,0.12755905,"MT",32462783.7626953,4,43.685867,0,0,NA,0,0
"MT 20-2011",48.38734,-114.357,0,6,2012,3.05,0.41062802,"MT",32470689.0004883,6,146.08138,0,0,NA,0,0
"NH 07-2011",43.12716,-0.049929999,0,6,2012,1.1,5.5253625,"NH",32457676.0351562,8.0013084,105.3089,0,0,NA,0,0
"MT 21-2011",46.61901,-112.8061,0,6,2012,0.89999998,2.5801802,"MT",32461850.75,4,41.680641,0,0,NA,0,0
"MD 04-2012",38.44388,-76.820358,0,9,2012,0.050000001,12.587234,"MD",32464216.1328125,14,69,0,1,NA,0,0
"IN 16-2012",40.66415,-85.645988,0,10,2012,0.050000001,10.817772,"IN",32465003.9215698,5,111.01385,0,0,NA,0,0
"AL 15-2012",32.19469,-86.586487,0,11,2012,0,5.9168315,"AL",32458501.1503906,10,55,0,0,NA,0,0
"AL 23-2012",33.98734,-85.873138,0,9,2012,0,6.3254719,"AL",32454689.2226562,15.55616,118.44927,0,1,NA,0,0
"MI 16-2012",43.4278,-84.955429,104765.3828125,10,2012,0,0.2562674,"MI",32487059.3458252,2.3096504,125.81415,0,0,NA,0.00322483428546952,25.8880669982406
"VA 19-2011",37.10257,-78.414253,0,4,2012,2,0.55407047,"VA",32455860.59375,7,57.363621,0,0,NA,0,0
"NH 08-2011",42.815,-71.459999,0,6,2012,0.1,3.0198448,"NH",32487362.4916992,13,117.26248,0,0,NA,0,0
"MN 15-2011",43.91802,-92.575012,2700,6,2012,0.89999998,1.4797688,"MN",32458230.28125,13,96,0,0,NA,8.31838327784524e-05,0.667183940141245
"NJ 07-2012",39.39071,-74.81942,0,10,2012,0.1,13.745433,"NJ",32457444.515625,7.3949738,204.36983,0,0,NA,0,0
"NM 14-2011",36.30196,-79.090172,0,7,2012,0.1,6.3849764,"NM",32490942.9882812,17,27.521738,0,0,NA,0,0
"MI 19-2012",43.60859,-82.913254,0,10,2012,0,11.269128,"MI",32457786.9160156,4,112.6913,0,0,NA,0,0
"NH 15-2011",42.875,-71.286003,0,7,2012,0,0.78895462,"NH",32463076.671875,16,33.599682,0,0,NA,0,0
"IA 19-2011",46.14971,-115.89985,0,6,2012,0,0.75783473,"IA",32455998.4897461,15,69.406113,0,0,NA,0,0
"CO 25-2011",37.42232,-105.98106,0,6,2012,0,3.4284079,"CO",32484711.8681641,5,3,0,0,NA,0,0
"TX 23-2011",31.82064,-94.208977,0,2,2012,0.050000001,3.4468086,"TX",32464440.3554688,6,137,0,0,NA,0,0
"ID 07-2011",42.82998,-90.139557,0,6,2012,0.2,1.9837692,"ID",32456518,0.42961693,130.63794,0,0,NA,0,0
"OH 06-2011",40.85327,-82.60807,0,8,2012,2.5,5.3333335,"OH",32462481.2207031,14,72.030823,1,0,NA,0,0
"NJ 05-2012",40.85057,-74.205833,0,9,2012,0,11.585127,"NJ",32465015.4648438,14,103,0,1,NA,0,0
"IA 01-2012",41.57615,-90.644028,0,9,2012,0,14.445318,"IA",32457000.8720093,10,47.503498,0,1,NA,0,0
"GA 01-2012",32.23386,-83.810966,0,10,2012,0.050000001,2.2906404,"GA",32462286.1342773,11,28.523672,0,0,NA,0,0
"ND 11-2012",48.62918,-100.38686,1159630.375,7,2012,0.40000001,0,"ND",32456375.6621094,10,75,0,0,NA,0.0357288930554803,286.550652851841
"FL 25-2011",29.83681,-84.817032,0,2,2012,0,3.6346154,"FL",32483932.1542969,10,85,0,0,NA,0,0
"MN 6-2011",45.09708,-92.91301,0,6,2012,0.2,4.9774776,"MN",32458713.296875,14,81.144852,0,0,NA,0,0
"SC 18-2011",34.10415,-79.238892,0,4,2012,0,1.0898283,"SC",32462164.7539062,10,101,0,0,NA,0,0
"ND 16-2012",46.65025,-97.416901,221854.515625,7,2012,2.95,1.1586379,"ND",32462213.8193359,13,72.75,0,0,NA,0.00683423862770732,54.8213962491907
"AR 12-2012",35.75792,-90.300247,0,11,2012,0,6.5249872,"AR",32450933.8203125,8.4356461,88,0,0,NA,0,0
"TN 21-2011",35.7708,-83.876549,0,3,2012,0,11.435028,"TN",32460006.78125,8,150.32919,0,0,NA,0,0
"ID 11-2012",42.5499,-113.93258,0,8,2012,0.050000001,1.6110069,"ID",32452665.8422852,13,10.534415,1,0,NA,0,0
"MI 22-2012",42.74142,-84.98568,900.004516601562,10,2012,0,12.973623,"MI",32475891.3445435,4,129.17523,0,0,NA,2.7713004303815e-05,0.222395762789314
"NM 19-2011",35.19792,-80.297539,0,7,2012,0.050000001,4.0549378,"NM",32461654.375,8,54,0,0,NA,0,0
"FL 17-2011",30.115,-81.785667,0,2,2012,2.05,3.6131499,"FL",32461662.5625,10,28.877277,0,0,NA,0,0
"LA 22-2011",32.53741,-92.007919,0,3,2012,0.30000001,0,"LA",32458792.6845703,6,146,0,0,NA,0,0
"MN 5-2011",44.82188,-92.801811,0,6,2012,0,1.5764331,"MN",32461047.2148438,7,216.54579,0,0,NA,0,0
"TN 17-2011",36.02582,-85.025208,0,3,2012,0,3.0287611,"TN",32457889.8198242,0,101.26299,0,0,NA,0,0
"IA 02-2012",40.74171,-94.806221,0,10,2012,0,0.17722823,"IA",32458015.3239136,3,78.40921,0,0,NA,0,0
"IA 22-2011",47.79455,-116.83425,0,6,2012,0.34999999,0,"IA",32459141.8616943,15,101.04963,0,0,NA,0,0
"MA 5-2012",42.38378,-71.353889,0,8,2012,0,4.3565216,"MA",32459924.4511719,16,107,1,0,NA,0,0
"NM 13-2011",35.03444,-77.241379,0,7,2012,0.1,2.8827038,"NM",32460624.8203125,11,41,0,0,NA,0,0
"OH 13-2011",40.62274,-81.622002,0,7,2012,0.25,3.039886,"OH",32458494.9199219,18,62,0,0,NA,0,0
"CO 23-2011",39.92,-104.78656,9000,6,2012,0,0.67094016,"CO",32457801.9331055,6,33,0,0,NA,0.000277283101873279,2.22394646713748
"NM 25-2011",35.70388,-80.056381,0,7,2012,0.050000001,7.4270558,"NM",32458380.375,10,41.974674,0,0,NA,0,0
"CO 15-2011",37.52807,-108.70141,14400,6,2012,0.050000001,0.39637306,"CO",32494170.7896729,11,1,0,0,NA,0.000443156407751034,3.55831434741997
"MI 05-2012",43.68275,-85.438301,0,9,2012,0,17.860466,"MI",32464221.2901611,11,97.948738,0,1,NA,0,0
"TN 14-2011",36.05414,-84.252831,0,3,2012,0,5.5480351,"TN",32472655.7109375,8,154.92117,0,0,NA,0,0
"LA 25-2011",30.04908,-93.113373,0,5,2012,1.85,5.7471266,"LA",32460246.9453125,19,88.615364,0,0,NA,0,0
